(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(-8,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(2,0)
(29,0)
(-7,0)
(25,16)
(23,15)
(4,0)
(4,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(154,184)
(0,-1)
(0,-1)
(0,11)
(0,-2)
(17,3)
(3,-1)
(27,6)
(-26,-1)
(9,3)
(-9,-4)
(0,0)
(0,0)
(0,0)
(1,0)
(-3,-3)
(75,46)
(51,30)
(0,-3)
(35,26)
(45,32)
(1,-5)
(6,0)
(3,-5)
(2,-5)
(-1,-4)
(-16,-5)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,-2)
(0,-1)
(0,3)
(0,1)
(139,125)
(140,160)
(137,138)
(-29,1)
(-37,-6)
(-28,-6)
(1,0)
(0,-1)
(1,-2)
(0,0)
(1,0)
(0,0)
(-10,-5)
(13,4)
(37,32)
(-15,-13)
(-6,-9)
(6,-1)
(-4,-9)
(15,-15)
(-2,-7)
(-25,-10)
(0,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(-1,-21)
(0,-3)
(0,0)
(1,-4)
(-27,142)
(28,-1)
(-4,0)
(-67,145)
(-35,-8)
(120,153)
(1,0)
(-1,1)
(1,0)
(0,0)
(1,0)
(1,0)
(0,0)
(-15,-5)
(20,17)
(2,1)
(15,14)
(-1,-6)
(10,8)
(-8,-17)
(0,-1)
(-1,-2)
(0,1)
(0,0)
(10,8)
(179,172)
(0,0)
(0,0)
(0,0)
(0,-3)
(0,-3)
(0,1)
(-1,-1)
(-48,138)
(-16,-13)
(-80,97)
(-85,67)
(1,0)
(1,0)
(1,0)
(2,0)
(1,-1)
(2,0)
(2,0)
(1,0)
(1,0)
(-1,0)
(0,0)
(7,7)
(-4,-11)
(-22,-25)
(-12,-20)
(2,-7)
(-34,-23)
(0,0)
(0,0)
(183,175)
(-3,0)
(176,158)
(-1,-1)
(0,0)
(0,-1)
(0,-2)
(1,-10)
(0,0)
(-63,61)
(-49,126)
(1,-1)
(1,0)
(1,0)
(1,-1)
(3,0)
(-4,-1)
(2,0)
(2,0)
(2,0)
(4,1)
(0,0)
(2,0)
(1,1)
(0,0)
(30,20)
(-11,-22)
(0,-5)
(3,-3)
(0,-9)
(0,-1)
(0,0)
(1,0)
(0,0)
(174,172)
(0,0)
(0,1)
(0,-2)
(0,9)
(0,19)
(25,-1)
(17,-15)
(8,-12)
(1,-2)
(1,0)
(1,0)
