(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-1,4)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(-9,0)
(0,0)
(61,44)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(2,0)
(29,0)
(-17,1)
(37,32)
(23,15)
(17,14)
(32,7)
(23,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(159,173)
(0,-1)
(0,-1)
(0,11)
(0,-2)
(141,119)
(4,0)
(-4,-1)
(9,5)
(9,3)
(-9,-4)
(0,0)
(0,0)
(0,0)
(1,0)
(2,1)
(30,8)
(42,18)
(13,5)
(26,15)
(40,31)
(38,26)
(13,6)
(-3,-6)
(2,-5)
(-4,2)
(-18,-4)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-7,-13)
(-1,-16)
(0,0)
(0,-8)
(0,1)
(139,126)
(-7,-6)
(-3,1)
(-77,74)
(-72,180)
(0,0)
(0,0)
(-1,2)
(1,-2)
(0,0)
(1,0)
(-3,-1)
(18,4)
(13,4)
(0,-2)
(-22,-7)
(-8,-5)
(7,0)
(-11,-11)
(-5,-9)
(-3,2)
(-31,-15)
(0,0)
(0,0)
(0,0)
(0,0)
(-21,2)
(0,0)
(0,1)
(0,-2)
(54,181)
(1,-6)
(134,122)
(131,150)
(-1,-1)
(1,-1)
(-103,89)
(122,141)
(1,0)
(-1,1)
(1,0)
(-1,0)
(1,0)
(1,0)
(0,0)
(-1,0)
(5,1)
(2,1)
(6,0)
(11,8)
(24,5)
(1,-2)
(0,-1)
(-30,-13)
(0,-15)
(0,0)
(189,182)
(0,-2)
(5,7)
(0,0)
(0,-1)
(0,-1)
(54,176)
(0,1)
(-65,87)
(127,108)
(-83,82)
(-80,97)
(-85,67)
(56,43)
(-128,-12)
(1,0)
(2,0)
(2,0)
(2,0)
(2,0)
(1,0)
(1,0)
(-1,0)
(0,0)
(22,23)
(-27,-18)
(24,15)
(-19,-23)
(3,-1)
(0,-3)
(0,6)
(0,3)
(1,0)
(176,176)
(-2,-3)
(-6,-8)
(-20,-27)
(0,1)
(0,-11)
(135,104)
(0,0)
(-62,105)
(-36,115)
(1,-1)
(-60,114)
(1,0)
(2,0)
(3,0)
(-5,-1)
(2,0)
(2,0)
(2,0)
(4,1)
(0,0)
(1,1)
(1,1)
(0,0)
(-56,-33)
(-4,-5)
(0,0)
(-4,2)
(-2,0)
(0,-6)
(0,1)
(1,0)
(-5,-2)
(-6,-7)
(0,0)
(0,0)
(0,6)
(0,10)
(0,19)
(0,-5)
(18,-5)
(1,0)
(-23,1)
(7,-11)
(2,-2)
(-7,11)
