(0,0)
(0,0)
(14,5)
(133,34)
(2,1)
(0,0)
(1,13)
(3,39)
(0,0)
(0,0)
(0,0)
(21,1)
(9,0)
(0,0)
(1,0)
(3,1)
(37,14)
(-136,30)
(0,0)
(3,0)
(83,46)
(80,41)
(51,31)
(-14,0)
(39,34)
(40,39)
(-5,0)
(3,0)
(5,0)
(1,0)
(0,0)
(-10,2)
(1,0)
(23,-1)
(4,13)
(0,0)
(0,0)
(-3,-8)
(0,-2)
(0,-1)
(0,5)
(167,131)
(28,1)
(0,0)
(-21,-4)
(123,122)
(1,0)
(-29,-6)
(-1,-1)
(0,-3)
(1,-4)
(0,-2)
(43,16)
(30,9)
(34,15)
(-18,-1)
(30,22)
(1,-1)
(27,25)
(3,0)
(20,-7)
(15,-7)
(-2,-5)
(-10,-1)
(0,0)
(0,0)
(127,22)
(167,20)
(0,0)
(-8,-14)
(-1,-16)
(-1,-13)
(0,-8)
(16,0)
(164,155)
(-16,-2)
(143,134)
(-25,3)
(-21,4)
(-30,-7)
(-17,-9)
(52,75)
(0,0)
(61,48)
(3,0)
(71,50)
(17,2)
(12,5)
(41,41)
(-28,-11)
(14,11)
(-1,-3)
(-11,-8)
(5,-7)
(-4,2)
(-9,-1)
(236,-23)
(0,1)
(11,218)
(0,0)
(0,1)
(-6,-8)
(-1,-18)
(-1,-13)
(0,16)
(-25,168)
(-58,70)
(-7,-6)
(139,153)
(-81,90)
(-34,-1)
(0,1)
(2,0)
(0,1)
(40,6)
(-141,49)
(1,1)
(-7,-2)
(8,1)
(0,0)
(19,16)
(45,37)
(-47,-21)
(1,0)
(-18,-20)
(-6,-11)
(0,9)
(-30,-12)
(0,1)
(185,191)
(0,5)
(7,13)
(1,2)
(0,1)
(0,0)
(-2,-27)
(141,57)
(31,-6)
(-43,136)
(-3,-1)
(72,44)
(-92,117)
(2,-1)
(0,1)
(-71,184)
(0,1)
(0,1)
(-4,2)
(0,1)
(1,1)
(7,0)
(-177,-31)
(-3,-2)
(12,15)
(-14,-11)
(-1,-3)
(-30,-26)
(-18,-16)
(-39,-25)
(-40,-21)
(0,6)
(0,0)
(0,4)
(0,-5)
(2,1)
(0,0)
(1,1)
(-1,-15)
(141,50)
(23,8)
(-11,145)
(-53,121)
(-72,97)
(-19,6)
(1,1)
(-1,0)
(-10,-1)
(24,-3)
(17,-4)
(0,1)
(0,1)
(1,1)
(0,1)
(61,-27)
(0,0)
(1,2)
(-1,-3)
(2,1)
(-8,-10)
(-36,-35)
(4,0)
(-50,-33)
(0,-1)
(-1,2)
(9,29)
(-10,-4)
(-8,-14)
(-1,-2)
(0,1)
(0,-3)
(0,31)
(23,16)
(-12,131)
