(1,1)
(2,0)
(0,1)
(1,1)
(1,1)
(0,1)
(0,0)
(1,1)
(0,1)
(73,202)
(16,120)
(0,1)
(1,1)
(0,1)
(67,140)
(1,1)
(0,1)
(0,1)
(-1,1)
(-1,1)
(1,1)
(1,1)
(-2,2)
(-4,2)
(0,1)
(0,1)
(0,1)
(0,1)
(0,1)
(0,1)
(-120,130)
(-124,130)
(0,1)
(0,1)
(1,1)
(1,0)
(2,2)
(37,51)
(0,1)
(1,1)
(1,1)
(2,1)
(0,1)
(37,122)
(0,1)
(0,1)
(0,1)
(34,123)
(1,1)
(1,1)
(1,1)
(-12,5)
(-21,8)
(1,0)
(0,1)
(0,1)
(0,1)
(0,1)
(0,1)
(1,1)
(-1,1)
(0,2)
(-13,1)
(-2,1)
(1,1)
(1,1)
(1,1)
(1,1)
(1,1)
(0,1)
(0,1)
(1,1)
(1,1)
(0,1)
(0,1)
(0,1)
(0,1)
(0,1)
(1,1)
(0,1)
(-1,2)
(0,1)
(-8,1)
(0,1)
(1,0)
(1,1)
(0,1)
(0,1)
(1,1)
(0,1)
(0,1)
(1,1)
(0,1)
(0,1)
(0,1)
(-1,1)
(1,1)
(0,0)
(227,38)
(-15,0)
(206,116)
(1,1)
(0,1)
(0,1)
(1,0)
(2,0)
(1,1)
(-1,2)
(1,1)
(0,1)
(0,1)
(0,1)
(0,1)
(2,1)
(0,1)
(0,1)
(45,38)
(0,1)
(0,1)
(0,1)
(0,1)
(1,0)
(1,0)
(7,26)
(-28,14)
(3,26)
(-20,2)
(-40,18)
(1,1)
(1,1)
(0,0)
(1,1)
(1,0)
(114,99)
(1,0)
(1,0)
(1,0)
(-7,12)
(1,0)
(0,2)
(-2,2)
(0,1)
(1,1)
(0,1)
(1,1)
(1,1)
(82,210)
(-3,6)
(-132,-25)
(1,1)
(1,1)
(-23,4)
(0,1)
(0,1)
(-26,2)
(-24,14)
(-7,14)
(-25,0)
(-16,2)
(-31,2)
(1,1)
(1,1)
(1,1)
(1,0)
(1,0)
(1,0)
(1,0)
(7,-8)
(1,0)
(1,0)
(1,0)
(5,-2)
(43,90)
(1,0)
(1,1)
(0,1)
(0,1)
(0,1)
(1,1)
(0,1)
(1,0)
(1,0)
(1,0)
(-4,0)
(-16,2)
(10,-6)
(16,0)
(-8,6)
(5,-8)
(-11,2)
(-11,2)
(-28,4)
(1,1)
(1,1)
(1,0)
(1,0)
(1,1)
(2,-12)
(1,0)
(7,-8)
(1,0)
(1,0)
(4,-2)
(-4,4)
(0,0)
(1,1)
(18,2)
(0,1)
(0,1)
(1,1)
(0,1)
(1,1)
(1,0)
(6,0)
(1,0)
(1,0)
(1,0)
(3,-12)
(5,2)
(-20,-2)
(-10,0)
(-36,-2)
(-35,-12)
(-18,-6)
(1,1)
(1,1)
(1,1)
(1,0)
(0,1)
(0,2)
(-13,20)
(8,-10)
(4,-4)
(1,0)
(137,82)
(-10,8)
(1,1)
(2,3)
(24,-4)
(0,0)
(1,0)
(1,1)
(1,1)
(0,1)
(1,1)
(1,1)
(1,1)
(0,1)
(0,1)
(0,1)
(0,1)
(0,1)
(0,1)
(0,1)
(0,1)
(-1,1)
(1,0)
(1,1)
(0,1)
(0,1)
(1,0)
(11,-14)
(8,-10)
(0,2)
(1,0)
(1,0)
(-6,64)
(1,1)
(0,1)
(1,1)
(0,0)
(0,1)
(0,1)
(0,1)
(0,1)
(0,1)
(0,0)
(-97,62)
(0,1)
(0,0)
(-1,1)
(-3,1)
(0,0)
(0,0)
(0,1)
(0,1)
(-9,66)
(-1,0)
(1,0)
(1,1)
(1,1)
(1,0)
(1,0)
(22,-30)
(17,-24)
(1,0)
(154,65)
(13,-8)
(0,1)
(1,1)
(1,1)
(0,1)
(1,0)
(0,1)
(0,1)
(65,71)
(0,1)
(-133,119)
(77,26)
(1,1)
(0,0)
(1,1)
(0,1)
(0,1)
(0,0)
(1,1)
(0,1)
(0,1)
(0,1)
(-1,1)
(1,1)
(1,0)
(1,0)
(1,0)
(22,-14)
(5,-6)
(5,-6)
(15,50)
(12,46)
(-35,-74)
(1,0)
(-1,0)
(1,1)
(88,22)
(1,0)
(-8,-35)
(0,1)
(0,1)
(1,0)
(-114,123)
(-118,123)
(0,1)
(1,1)
(46,18)
(-142,120)
(-113,131)
(-184,120)
(-192,126)
(-174,118)
(-180,124)
(-190,126)
(-179,123)
(1,1)
(1,0)
(1,0)
(1,0)
(1,0)
(18,-26)
(1,0)
(8,-8)
(20,-22)
(1,0)
(123,18)
(1,0)
(-4,2)
(1,0)
(0,1)
(1,0)
(0,0)
(0,1)
(0,1)
(0,0)
(1,0)
(0,1)
(1,0)
(-134,110)
(3,0)
(0,1)
(-16,-10)
(-172,109)
(-135,126)
(-29,-1)
(-43,-12)
(-153,126)
(135,-52)
(1,0)
(1,0)
(1,0)
(1,0)
(15,-22)
(1,0)
(69,30)
(161,-92)
(16,24)
(0,0)
(0,1)
(1,0)
(1,0)
(0,1)
(0,0)
(0,1)
(1,0)
(1,1)
(0,0)
(0,0)
(-12,-23)
(69,0)
(58,4)
(0,1)
(47,131)
(9,0)
(0,0)
(-1,1)
(-9,1)
(0,1)
(-12,2)
(133,-101)
(1,0)
(17,-24)
(35,-52)
(-4,8)
(1,0)
(1,0)
(1,0)
(-60,86)
(-10,8)
(1,0)
(1,0)
(0,0)
(1,0)
(0,0)
(1,0)
(1,0)
(1,0)
(1,0)
(0,0)
(78,130)
(1,0)
(-1,2)
(37,43)
(17,4)
(17,2)
(24,2)
(22,2)
(22,2)
(-12,0)
(6,1)
(-10,0)
(0,2)
(1,0)
(-1,4)
(41,-62)
(26,-40)
(1,0)
(1,1)
(1,0)
(-3,4)
(147,35)
(1,0)
(1,1)
(1,0)
(1,0)
(0,0)
(1,0)
(1,0)
(1,0)
(0,0)
(1,0)
(0,0)
(1,0)
(40,-1)
(34,4)
(25,3)
(45,5)
(36,6)
(29,6)
(21,6)
(-16,-5)
(3,6)
(-93,-102)
(1,0)
(5,-6)
(6,-8)
(1,0)
(7,-10)
(36,9)
(1,0)
(34,-36)
(181,28)
(-66,70)
(1,0)
(7,-78)
(0,0)
(1,0)
(0,0)
(1,0)
(0,0)
(-1,0)
(1,0)
(2,0)
(53,-9)
(78,-10)
(70,-3)
(33,-2)
(8,-6)
(32,0)
(-46,-112)
(28,-4)
(21,-3)
(11,-2)
(5,-2)
(-10,10)
(9,-12)
(15,-22)
(1,0)
(1,0)
(1,0)
(1,0)
(1,0)
(1,0)
(-56,4)
(6,-6)
(4,-2)
(0,0)
(1,0)
(1,0)
(1,0)
(1,0)
(-13,-128)
(-13,3)
(2,0)
(1,1)
(72,-8)
(61,2)
(57,2)
(48,2)
